Code,Disease,ToMerge
4325F,Txmnt Options Rvwd W/Pt,
4326F,sked Re Symp Auto Dysfxn,
4328F,sked Re Sleep Disturb,
4330F,ng Epi Spec Sfty Issues,
4340F,ng Chldbrng Women Epi,
4350F,ng Provided Symp Mngmnt,
4400F,b Thxpy Options W/Pt,
4450F,#NAME?,
4470F,Counseling Provided,
4480F,cvng Ace/Arb B-Blockertx,
4481F,cvng Ace/Arb Blker >3Mos,
4500F,To Outpt Card Rehab Prog,
4510F,Cardrehab Qualcardevent,
4525F,opsychia Interven Order,
4526F,opsychia Interven Rcvd,
4540F,ase Modif Pharmacothxpy,
4541F,ffered Tx For Pseudobulb,
4550F,nvas Resp Support Talk,
4551F,itional Support Offered,
4552F,ef For Speech Lang Path,
4553F,sst Re End Life Issues,
4554F,ecvd Inhal Anesthetic,
4555F,ecvd No Inhal Anesthic,
4556F,/3+ Post-Op Nausea&Vom,
4557F,/O 3+ Post-Opnausea&Vom,
4558F,ecvd 2 Rx Anti-Emet Agt,
4559F,dytemp >=35.5Cw/In 30Min,
4560F,th W/O Gen/Neurax Anesth,
4561F,/ Coronary Artery Stent,
4562F,/O Coronary Artery Stent,
4563F,ecvd Aspirin W/In 24 Hrs,
5005F,ounsld On Exam For Moles,
5010F,l Result Phy/Qhp Mng Dm,
5015F,Fx & Test/Txmnt For Op,
5020F,ts 2 Phys/Qhp By 1 Mon,
5050F,2 Main Dr By 1 Month,
5060F,gs Mammo 2Pt W/In 3 Days,
5062F,o Result Com To Pt 5 Day,
5100F,Fx Ref W/N 24 Hrs Xray,
5200F,Appros Surg Thxpy Epi,
5250F,ma Discharge Plan Presnt,
6005F,Level Rationale Doc,
6010F,hag Test Done B/4 Eating,
6015F,hag Test Done B/4 Eating,
6020F,(Nothing-Mouth) Ordered,
6030F,Sterile Barriers Follwd,
6040F,o Rad Ds Dvcs Techs Docd,
6045F,ps In End Rprt4Fluro Pxd,
6070F,sked/Cnsld Aed Effects,
6080F,aregiver Queried Falls,
6090F,aregiver Counsel Safety,
6100F,fy Pt Site Pxd Docd,
6101F,ty Counseling Dementia,
6102F,ty Counseling Dem Order,
6110F,sel Prov Driving Risks,
6150F,otrcvng1St Antitnf Txmnt,
7010F,nfo Into Recall System,
7020F,o Assess Cat In Dbase,
7025F,nfosys Alarm 4 Nxt Mammo,
9001F,ic Aneurysm<5Cm Diam Ct,
9002F,ic Aneurysm 5-5.4Cm Diam,
U.S. D,"TMENT OF LABOR, OFFICE OF WO",
FEE SC,LE MODIFIER LEVEL TABLES,
Effect,"Date: August 30, 2019",
Last U,"e: March 30, 2020",
CPT/HC,MOD MOD LEV DESCRIPTION,
9003F,ic Anrysm5.5-5.9Cm Diam,RKERS' COMPENSATION PROGRAMS
9004F,ic Anrysm 6/> Cm Diam,
9005F,pt Carot/Vrtbrbas Sten,
9006F,t Sten-Tia/Strk<120Days,
9007F,r Carot Sten 120 Days/>,
0016T,Thermotx choroid vasc lesion,
0017T,Photocoagulat macular drusen,
0375T,Total disc arthrp ant appr,
0376T,Insert ant segment drain int,
0377T,Anoscpy inj agent for incont,
0378T,Visual field assmnt rev/rprt,
0379T,Vis field assmnt tech suppor,
0380T,Comp animat ret imag series,
0042T,"Ct perfusion w/contrast, cbf",
0051T,Implant total heart system,
0052T,Replace thrc unit hrt syst,
0053T,Replace implantable hrt syst,t
0054T,Bone srgry cmptr fluor image,
0055T,Bone srgry cmptr ct/mri imag,
0071T,U/s leiomyomata ablate <200,
0072T,U/s leiomyomata ablate >200,
0075T,Perq stent/chest vert art,
0075T,44 Perq stent/chest vert art,
0075T,43 Perq stent/chest vert art,
0076T,S&i stent/chest vert art,
0076T,46 S&i stent/chest vert art,
0076T,46 S&i stent/chest vert art,
0085T,Breath test heart reject,
0092T,Artific disc addl cervical,
0095T,Rmvl artific disc addl crvcl,
0098T,"Revise, cervical artif disc,",
0099T,Implant corneal ring,
0100T,Prosth retina receive & gen,
0101T,"Extracorp shockwv tx, hi ene",
0102T,"Extracorp shockwv tx, anesth",
0103T,"Holotranscobalamin, quant",ea add'l intersp
0104T,At rest cardio gas rebreathe,
0105T,Exerc cardio gas rebreathe,
0106T,Touch quant sensory test,rgy
0107T,Vibrate quant sensory test,
0108T,Cool quant sensory test,
0109T,Heat quant sensory test,
0110T,NOW quant sensory test,
0111T,RBC membranes fatty acids,
0123T,Scleral fistulization,
0126T,Chd risk imt study,
0159T,Computer breast MRI add-on,
0159T,32 Computer breast MRI add-o,
0159T,32 Computer breast MRI add-o,
0160T,Transcran mag stim planning,
0161T,Transcran mag stim delivery,
0163T,Lumb artif diskectomy addl,
0164T,Remove lumb artif disc addl,n
0165T,Revise lumb artif disc addl,n
0169T,Place stereo cath brain,
0171T,Lumbar spine proces distract,
0172T,Lumbar spine proces addl,
0173T,Iop monit io pressure,
0174T,Cad cxr with interp,
0175T,Cad cxr remote,
0176T,Aqu canal dilat w/o retent,
0177T,Aqu canal dilat w retent,
0178T,64 Lead ECG w I&R,RKERS' COMPENSATION PROGRAMS
0179T,64 Lead ECG w tracing only,
0180T,64 Lead ECG w I&R only,
0181T,Corneal hysteresis,
0182T,HDR elec brachytherapy,
0182T,53 HDR elec brachytherapy,
0182T,51 HDR elec brachytherapy,
0184T,"Excise rectal tumor, TEMS",
0187T,Scan computer ophthalmid dx,
0188T,Videoconf crit care 74 min,
0189T,Videoconf crit care addl 30,
0190T,Place intraoc radiation src,
0191T,Insert ant segment drain int,
0193T,Rf bladder neck microremodel,imag
0195T,Prescrl fuse w/o instr l5/s1,
0196T,Prescrl fuse w/o instr l4/l5,
0197T,Intrafraction track motion,
0198T,Ocular blood flow measure,
0199T,Physiologic tremor record w/,
0200T,"Perq sacral augmt, unilat in",
0201T,"Perq sacral augmt, bilat inj",
0202T,"Post vert arthrplst, lumbar,",
0205T,Inirs each vessel add-on,
0206T,Cptr dbs alys car elec dta,report
0207T,"Clear eyelid gland w/heat, u","ject, 1+ needles, uni"
0208T,Automated audiometry air,"ect, 2+ needles, bilat"
0209T,Auto audiometry air/bone,1 level w/ flouroscop
0210T,Auto audiometry sp thresh,
0211T,Auto audiometry sp thresh,
0212T,Comprehen auto audiometry,nilateral
0213T,Us facet jt inj cerv/t 1 lev,
0214T,Us facet jt inj cerv/t 2 lev,
0215T,Us facet jt inj cerv/t 3 lev,
0216T,Us facet jt inj ls 1 level,
0217T,Us facet jt inj ls 2 level,
0218T,Us facet jt inj ls 3 level,
0219T,"Fuse spine facet jt cerv, un",
0220T,"Fuse spine facet jt thor, un",
0221T,"Fuse spine facet jt lumbar,",
0222T,Fuse spine facet jt add seg,
0223T,Acoustic ECG W/I&R,
0224T,Acoustic ECG 1+ Analysis,i or bilateral
0225T,Acoustic ECG Analy & Reprog,i or bilateral
0226T,Anocopy HRA W/Spec Collect,uni or bilateral
0227T,Anooscopy HRA W/Biopsy,
0228T,NJX TFRML EPRL W/US Cer/Thor,
0229T,NJX TFRML EPRL W/US Cer/Thor,
0230T,NJX TFRML EPRL W/US Lumb/Sac,
0231T,NJX TFRML EPRL W/US Lumb/Sac,
0232T,NJX Platelet Plasma,
0233T,Skin Glycation Spectroscopy,
0234T,rluml perip athrc renal art,
0235T,rluml perip athrc visceral,
0236T,rluml perip athrc abd aorta,
0237T,rluml perip athrc brchiocph,
0238T,rluml perip athrc iliac art,
0239T,Bioimpedance spectroscopy,
0240T,Esoph motility 3D topography,
0240T,53 Esoph motility 3D topogra,
0240T,51 Esoph motility 3D topogra,
0241T,Esoph motility w/stim/perf,
0241T,53 Esoph motility w/stim/per,
U.S. D,"TMENT OF LABOR, OFFICE OF WO",
FEE SC,LE MODIFIER LEVEL TABLES,phy
Effect,"Date: August 30, 2019",phy
Last U,"e: March 30, 2020",
CPT/HC,MOD MOD LEV DESCRIPTION,f
0241T,51 Esoph motility w/stim/per,RKERS' COMPENSATION PROGRAMS
0243T,Intm msr bronchodil wheeze,
0243T,82 Intm msr bronchodil wheez,
0243T,82 Intm msr bronchodil wheez,
0244T,Cont msr bronchodil wheeze,
0244T,82 Cont msr bronchodil wheez,f
0244T,82 Cont msr bronchodil wheez,
0245T,Opn tx rib fx 1-2 ribs,e
0246T,Opn tx rib fx 3-4 ribs,e
0247T,Opn tx rib fx 5-6 ribs,
0248T,Open tx rib fx 7/> ribs,e
0249T,Ligation hemorrhoid w/us,e
0253T,Insert aqueous drain device,
0254T,vasc rpr iliac art bifur,
0255T,vasc Rpr iliac art bifr d&i,
0255T,49 Evasc Rpr iliac art bifr,
0255T,51 Evasc Rpr iliac art bifr,
0262T,Impltj pulm vlv evasc appr,
0263T,Im B1 mrw cel ther cmpl,
0264T,Im B1 mrw cel ther xcl hrvst,
0265T,Im B1 mrw cel ther hrvst onl,d&i
0266T,Implt/rpl crtd sns dev total,d&i
0267T,Implt/rpt crtd sns dev lead,
0268T,Implt/rpl crtd sns dev gen,
0269T,Rev/remvl crtd sns dev total,
0270T,Rev/remvl crtd sns dev lead,
0271T,Rev/remvl crtd sns dev gen,
0272T,Interrogate crtd sns dev,
0273T,Interrogate crtd sns w/pgrmg,
0274T,Perq lamot/lam crv/thrc,
0275T,Perq lamot/lam lumbar,
0278T,Tempr,
0281T,LAA closure w/implant,
0282T,Periph field stimul trial,
0283T,Periph field stimul perm,
0284T,Periph field stimul revise,
0285T,Periph field stimul analys,
0286T,Near IFR spectrsc of wounds,
0287T,Near IFR guide of vasc site,
0288T,Anoscopy w/RF delivery,
0289T,Laser inc for PKP/LKP donor,
0290T,Laser inc for PKP/LKP recip,
0291T,Iv oct for proc init vessel,
0292T,Iv oct for proc addl vessel,
0293T,Ins lt atrl press monitor,
0293T,Ins lt atrl press monitor,
0294T,Ins lt atrl press mont addon,
0295T,Ext ecg complete,
0296T,Ext ecg recording,
0297T,Ext ecg scan w/report,
0298T,Ext ecg review and interp,
0299T,Esw wound healing init wound,
0300T,Esw wound healing addl wound,
0301T,Mw therapy for breast tumor,
0309T,Prescrl fuse w/ instr L4/L5,
0310T,Motor function mapping ntms,
0318T,eplace aortic valve tthorac,
0319T,Insert subq defib w/eltrd,
0320T,Insert subq defib electrode,
0321T,Insert subq defib pls gen,
0322T,Rmvl subq defib pls gen,
0323T,Rmvl & replc subq pls gen,
0324T,Rmvl subq defib electrode,
0325T,Repos subq defib eltrd &/gen,
0327T,Implt subq defib interogat,RKERS' COMPENSATION PROGRAMS
0328T,Implt subq defib sys dev evl,
0329T,Mntr io press 24hrs/> uni/bi,
0330T,Tear film img uni/bi w/i&r,
0331T,Heart symp image plnr,
0332T,Heart symp image plnr spect,
0333T,Visual ep acuity screen auto,
0334T,Perq stablj sacroiliac joint,
0335T,Extraosseous joint stblztion,
0336T,Lap ablat uterine fibroids,
0337T,Endothel fxnassmnt non-invas,
0338T,Trnscth renal symp denrv unl,
0339T,Trnscth renal symp denrv bil,
0340T,Ablate pulm tumors + extnsn,
0341T,Quant pupillometry w/ rprt,
0342T,Thxp apheresis w/hdl delip,
0343T,Transcath mtral vlve repair,
0344T,Transcath mtral vlve repair,
0345T,Transcath mtral vlve repair,
0346T,Ultrasound elastography,
0347T,Ins bone device for rsa,
0348T,Rsa spine exam,
0349T,Rsa upper extr exam,
0350T,Rsa lower extr exam,
0351T,Intraop oct brst/node spec,
0352T,Oct brst/node spec,
0353T,Intraop oct breast cavity,
0354T,Oct breast surg cavity i&r,
0355T,GI tract capsule endoscopy,
0356T,Insrt drug device for iop,
0358T,Bia whole body,
0359T,Behavioral id assessment,
0360T,Observ behav assessment,
0361T,Observ behav assess addl,
0362T,Expose behav assessment,
0363T,Expose behav assess addl,
0364T,Behavior treatment,
0365T,Behavior treatment addl,
0366T,Group behavior treatment,
0367T,Group behav treatment addl,
0368T,Behavior treatment modified,
0369T,Behav treatment modify addl,
0370T,Fam behav treatment guidance,
0371T,Mult fam behav treat guide,
0372T,Social skills training group,
0373T,Exposure behavior treatment,
0374T,Expose behav treatment addl,
0408T,Insj/Rplc Cardiac Modulj Sys,
0409T,Insj/Rplc Car Modulj Pls Gn,
0410T,Insj/Rplc Car Modulj Atr Elt,
0411T,Insj/Rplc Car Modulj Vnt Elt,
0412T,Rmvl Cardiac Modulj Pls Gen,
0413T,Rmvl Car Modulj Tranvns Elt,
0414T,Rmvl & Rpl Car Modulj Pls Gn,
0415T,Repos Car Modulj Tranvns Elt,
0416T,Reloc Skin Pocket Pls Gen,
0417T,Prgrmg Eval Cardiac Modulj,
0418T,Interro Eval Cardiac Modulj,
0419T,Dstrj Neurofibroma Xtnsv,
0420T,Dstrj Neurofibroma Xtnsv,
0421T,Waterjet Prostate Abltj Cmpl,
0422T,Tactile Breast Img Uni/Bi,
0423T,Assay Secretory Type Ii Pla2,
0424T,Insj/Rplc Nstim Apnea Compl,RKERS' COMPENSATION PROGRAMS
0425T,Insj/Rplc Nstim Apnea Sen Ld,
0426T,Insj/Rplc Nstim Apnea Stm Ld,
0427T,Insj/Rplc Nstim Apnea Pls Gn,
0428T,Rmvl Nstim Apnea Pls Gen,
0429T,Rmvl Nstim Apnea Sen Ld,
0430T,Rmvl Nstim Apnea Stimj Ld,
0431T,Rmvl/Rplc Nstim Apnea Pls Gn,
0432T,Repos Nstim Apnea Stimj Ld,
0433T,Repos Nstim Apnea Sensing Ld,
0434T,Interro Eval Npgs Apnea,
0435T,Prgrmg Eval Npgs Apnea 1 Ses,
0436T,Prgrmg Eval Npgs Apnea Study,
0437T,Impltj Synth Rnfcmt Abdl Wal,
0438T,Tprnl Plmt Biodegrdabl Matrl,
0439T,Myocrd Contrast Prfuj Echo,
0440T,Abltj Perc Uxtr/Perph Nrv,
0441T,Abltj Perc Lxtr/Perph Nrv,
0442T,Abltj Perc Plex/Trncl Nrv,
0443T,R-T Spctrl Alys Prst8 Tiss,
0444T,1St Plmt Drug Elut Oc Ins,
0445T,Sbsqt Plmt Drug Elut Oc Ins,
0446T,Insj Impltbl Glucose Sensor,
0447T,Rmvl Impltbl Glucose Sensor,
0448T,Remvl Insj Impltbl Gluc Sens,
0449T,Insj Aqueous Drain Dev 1St,
0450T,Insj Aqueous Drain Dev Each,
0451T,Insj/Rplcmt Aortic Ventr Sys,
0452T,Insj/Rplcmt Dev Vasc Seal,
0453T,Insj/Rplcmt Mech-Elec Ntrfce,
0454T,Insj/Rplcmt Subq Electrode,
0455T,Remvl Aortic Ventr Cmpl Sys,
0456T,Remvl Aortic Dev Vasc Seal,
0457T,Remvl Mech-Elec Skin Ntrfce,
0458T,Remvl Subq Electrode,
0459T,Relocaj Rplcmt Aortic Ventr,
0460T,Repos Aortic Ventr Dev Eltrd,
0461T,Repos Aortic Contrpulsj Dev,
0462T,Prgrmg Eval Aortic Ventr Sys,
0463T,Interrog Aortic Ventr Sys,
0464T,Visual Ep Test For Glaucoma,
0465T,Supchrdl Njx Rx W/O Supply,
0466T,Insj Ch Wal Respir Eltrd/Ra,
0467T,Revj/Rplmnt Ch Respir Eltrd,
0468T,Rmvl Ch Wal Respir Eltrd/Ra,
0469T,Rta Polarize Scan Oc Scr Bi,
0470T,Oct Skn Img Acquisj I&R 1St,
0471T,Oct Skn Img Acquisj I&R Addl,
0472T,Prgrmg Io Rta Eltrd Ra,
0473T,Reprgrmg Io Rta Eltrd Ra,
0474T,Insj Aqueous Drg Dev Io Rsvr,
0475T,Rec Ftl Car Sgl 3 Ch I&R,
0476T,Rec Ftl Car Sgl Elec Tr Data,
0477T,Rec Ftl Car Sgl Xrtj Alys,
0478T,Rec Ftl Car 3 Ch Rev I&R,
0479T,Fxjl Abl Lsr 1St 100 Sq Cm,
0480T,Fxjl Abl Lsr Ea Addl 100Sqcm,
0481T,Njx Autol Wbc Concentrate,
0482T,Absl Quan Myocrd Bld Flo Pet,
0483T,Tmvi Percutaneous Approach,RKERS' COMPENSATION PROGRAMS
0484T,Tmvi Transthoracic Exposure,
0485T,Oct Mid Ear I&R Unilateral,
0486T,Oct Mid Ear I&R Bilateral,
0487T,Trvg Biomchn Mapg W/Reprt,
0488T,Diabetes Prev Online/Elec,
0489T,Regn Cell Tx Scldr Hands,
0490T,Regn Cell Tx Scldr H Mlt Inj,
0491T,Abl Lsr Opn Wnd 1St 20 Sqcm,
0492T,Abl Lsr Opn Wnd Addl 20 Sqcm,
0493T,Near Ifr Spectrsc Of Wounds,
0494T,Prep & Cannulj Cdvr Don Lung,
0495T,Mntr Cdvr Don Lng 1St 2 Hrs,
0496T,Mntr Cdvr Don Lng Ea Addl Hr,
0497T,Xtrnl Pt Act Ecg In-Off Conn,
0498T,Xtrnl Pt Act Ecg R&I Pr 30 D,
0499T,Cysto F/Urtl Strix/Stenosis,
0500T,Hpv 5+ Hi Risk Hpv Types,
0501T,Cor Ffr Derived Cor Cta Data,
0502T,Cor Ffr Data Prep & Transmis,
0503T,Cor Ffr Alys Gnrj Ffr Mdl,
0504T,Cor Ffr Data Review I&R,
0505T,Ev Fempop Artl Revsc,
0506T,Mac Pgmt Opt Dns Meas Hfp,
0506T,90 Mac Pgmt Opt Dns Meas Hfp,
0506T,90 Mac Pgmt Opt Dns Meas Hfp,
0507T,Near Ifr 2Img Mibmn Glnd I&R,
0507T,90 Near Ifr 2Img Mibmn Glnd,
0507T,90 Near Ifr 2Img Mibmn Glnd,
0508T,Pls Echo Us B1 Dns Meas Tib,
0508T,90 Pls Echo Us B1 Dns Meas T,
0508T,90 Pls Echo Us B1 Dns Meas T,
0509T,Pattern Erg W/I&R,I&R
0509T,90 Pattern Erg W/I&R,I&R
0509T,90 Pattern Erg W/I&R,
0510T,Rmvl Sinus Tarsi Implant,ib
0511T,Rmvl&Rinsj Sinus Tarsi Implt,ib
0512T,Esw Integ Wnd Hlg 1St Wnd,
0513T,Esw Integ Wnd Hlg Ea Addl,
0514T,Intraop Vis Axis Id Pt Fixj,
0515T,Insj Wcs Lv Compl Sys,
0516T,Insj Wcs Lv Eltrd Only,
0517T,Insj Wcs Lv Pg Compnt,
0518T,Rmvl Pg Compnt Wcs,
0519T,Rmvl & Rplcmt Pg Compnt Wcs,
0520T,Rmvl&Rplcmt Pg Wcs New Eltrd,
0521T,Interrog Dev Eval Wcs Ip,
0521T,90 Interrog Dev Eval Wcs Ip,
0521T,90 Interrog Dev Eval Wcs Ip,
0522T,Prgrmg Dev Eval Wcs Ip,
0522T,90 Prgrmg Dev Eval Wcs Ip,
0522T,90 Prgrmg Dev Eval Wcs Ip,
0523T,Ntrapx C Ffr W/3D Funcjl Map,
0524T,Ev Cath Dir Chem Abltj W/Img,
0525T,Insj/Rplcmt Compl Iims,
0526T,Insj/Rplcmt Iims Eltrd Only,
0527T,Insj/Rplcmt Iims Implt Mntr,
0528T,Prgrmg Dev Eval Iims Ip,
0528T,90 Prgrmg Dev Eval Iims Ip,
0528T,90 Prgrmg Dev Eval Iims Ip,
0529T,Interrog Dev Eval Iims Ip,
0529T,90 Interrog Dev Eval Iims Ip,
0529T,90 Interrog Dev Eval Iims Ip,
0530T,Removal Complete Iims,
0531T,Removal Iims Electrode Only,
0532T,Removal Iims Implt Mntr Only,RKERS' COMPENSATION PROGRAMS
0533T,Cont Rec Mvmt Do 6-10 Days,
0533T,90 Cont Rec Mvmt Do 6-10 Day,
0533T,90 Cont Rec Mvmt Do 6-10 Day,
0534T,Cont Rec Mvmt Do Setup&Train,
0534T,90 Cont Rec Mvmt Do Setup&Tr,
0534T,90 Cont Rec Mvmt Do Setup&Tr,
0535T,Cont Rec Mvmt Do Reprt Cnfig,s
0535T,90 Cont Rec Mvmt Do Reprt Cn,s
0535T,90 Cont Rec Mvmt Do Reprt Cn,
0536T,Cont Rec Mvmt Do Dl W/I&R,ain
0536T,90 Cont Rec Mvmt Do Dl W/I&R,ain
0536T,90 Cont Rec Mvmt Do Dl W/I&R,
0537T,Bld Drv T Lymphcyt Car-T Cll,fig
0538T,Bld Drv T Lymphcyt Prep Trns,fig
0539T,Receipt&Prep Car-T Cll Admn,
0540T,Car-T Cll Admn Autologous,
0541T,Myocardial Imaging Mcg,
0542T,Myocardial Imaging Mcg I&R,
0543T,Ta Mv Rpr W/Artif Chord Tend,
0544T,Tcat Mv Annulus Rcnstj,
0545T,Tcat Tv Annulus Rcnstj,
0546T,Rf Spectrsc Ntraop Mrgn Asmt,
0547T,B1 Matrl Qual Tst Mcrind Tib,
0548T,Tprnl Balo Cntnc Dev Bi,
0549T,Tprnl Balo Cntnc Dev Uni,
0550T,Tprnl Balo Cntnc Dev Rmvl Ea,
0551T,Tprnl Balo Cntnc Dev Adjmt,
0552T,Low-Level Laser Therapy,
0553T,Perq Tcat Iliac Anast Implt,
0554T,B1 Str & Fx Rsk Analysis,
0555T,B1 Str&Fx Rsk Transmis Data,
0556T,B1 Str & Fx Rsk Assessment,
0557T,B1 Str & Fx Rsk I&R,
0558T,Ct Scan F/Biomchn Ct Alys,
0559T,Antmc Mdl 3D Print 1St Cmpnt,
0560T,Antmc Mdl 3D Print Ea Addl,
0561T,Antmc Guide 3D Print 1St Gd,
0562T,Antmc Guide 3D Print Ea Addl,
0563T,Evac Meibomian Glnd Heat Bi,
0564T,Onc Chemo Rx Cytotox Csc 14,
0565T,Autol Cell Implt Adps Hrvg,
0566T,Autol Cell Implt Adps Njx,
0567T,Perm Flp Tube Occls W/Implt,
0568T,Intro Mix Saline&Air F/Ssg,
0569T,Ttvr Perq Appr 1St Prosth,
0570T,Ttvr Perq Ea Addl Prosth,
0571T,Insj/Rplcmt Icds Ss Eltrd,
0572T,Insertion Ss Dfb Electrode,
0573T,Removal Ss Dfb Electrode,
0574T,Repos Prev Ss Impl Dfb Eltrd,
0575T,Prgrmg Dev Eval Icds Ss Ip,
0576T,Interrog Dev Eval Icds Ss Ip,
0577T,Ephys Eval Icds Ss,
0578T,Rem Interrog Dev Icds Phys,
0579T,Rem Interrog Dev Icds Tech,
0580T,Rmvl Ss Impl Dfb Pg Only,
0581T,Abltj Mal Brst Tum Perq Crtx,
0582T,Trurl Abltj Mal Prst8 Tiss,
0583T,Tmpst Auto Tube Dlvr Sys,RKERS' COMPENSATION PROGRAMS
0584T,Perq Islet Cell Transplant,
0585T,Laps Islet Cell Transplant,
0586T,Open Islet Cell Transplant,
0587T,Perq Impltj/Rplcmt Isdns Ptn,
0588T,Revision/Removal Isdns Ptn,
0589T,Elec Alys Smpl Prgrmg Iins,
0590T,Elec Alys Cplx Prgrmg Iins,
0591T,Hlth&Wb Coaching Indiv 1St,
0592T,Hlth&Wb Coaching Indiv F-Up,
0593T,Hlth&Wb Coaching Group,
A0080,Noninterest escort in non er,
A0090,"Interest escort in non er, p",
A0100,Nonemergency transport taxi,
A0110,"Nonemergency transport bus,",
A0120,Noner transport mini-bus,
A0130,Noner transport wheelch van,", per mi"
A0140,Nonemergency transport air,er mi
A0170,Noner transport parking fees,
A0180,Noner transport lodgng recip,etc.
A0190,Noner transport meals recip,
A0200,Noner transport lodgng escrt,
A0210,Noner transport meals escort,
A0380,"BLS mileage, per mile",
A0382,Basic support routine suppls,
A0384,Bls defibrillation supplies,
A0390,"ALS mileage, per mile",
A0392,Als defibrillation supplies,
A0394,Als IV drug therapy supplies,
A0396,Als esophageal intub suppls,
A0398,Als routine disposble suppls,
A0420,Ambulance waiting 1/2 hr,
A0422,Ambulance 02 life sustaining,
A0424,Extra ambulance attendant,
A0425,Ground mileage,
A0426,Als 1,
A0427,ALS1-emergency,
A0428,bls,
A0429,BLS-emergency,
A0430,Fixed wing air transport,
A0431,Rotary wing air transport,
A0432,PI volunteer ambulance co,
A0433,ALS 2,
A0434,Specialty care transport,
A0435,Fixed wing air mileage,
A0436,Rotary wing air mileage,
A0998,"Ambulance response/tx, no tr",
A0999,Unlisted ambulance service,
A4206,1 CC sterile syringe&needle,
A4207,2 CC sterile syringe&needle,
A4208,3 CC sterile syringe&needle,
A4209,5+ CC sterile syringe&needle,ansport
A4210,Non needle injection device,
A4211,Supp for self-adm injections,
A4212,Non coring needle or stylet,
A4213,20+ CC syringe only,
A4215,Sterile needle,
A4216,"Sterile water/saline, 10 ml",
A4217,"Sterile water/saline, 500 ml",
A4217,"90 Sterile water/saline, 500",
A4218,"Sterile saline or water, met",
A4220,Infusion pump refill kit,RKERS' COMPENSATION PROGRAMS
A4221,Maint drug infus cath per wk,
A4222,"Infusion supplies, ext pump,",
A4223,Infusion supplies w/o pump,
A4224,Supply Insulin Inf Cath/Wk,
A4225,Sup/Ext Insulin Inf Pump Syr,
A4226,Weekly Supply Maint Cgs Pump,
A4230,Infus insulin pump non needl,per unit
A4231,Infusion insulin pump needle,
A4232,Syringe w/needle insulin 3cc,
A4233,Alkalin batt for glucose mon,
A4233,90 Alkalin batt for glucose,
A4234,J-cell batt for glucose mon,
A4234,90 J-cell batt for glucose m,
A4235,Lithium batt for glucose mon,
A4235,90 Lithium batt for glucose,
A4236,Silvr oxide batt glucose mon,mon
A4236,90 Silvr oxide batt glucose,
A4244,Alcohol or peroxide per pint,on
A4245,Alcohol wipes per box,
A4246,Betadine/phisohex solution,mon
A4247,Betadine/iodine swabs/wipes,
A4248,Chlorhexidine antisept,mon
A4250,Urine reagent strips/tablets,
A4252,Blood ketone test or strip,
A4253,Blood glucose/reagent strips,
A4253,90 Blood glucose/reagent str,
A4255,Glucose monitor platforms,
A4256,Calibrator solution/chips,
A4257,Replace Lensshield Cartridge,
A4258,Lancet device each,
A4259,Lancets per box,ips
A4265,Paraffin,
A4280,Brst prsths adhsv attchmnt,
A4290,Sacral nerve stim test lead,
A4300,Cath impl vasc access portal,
A4301,Implantable access syst perc,
A4305,Drug delivery system >=50 ML,
A4306,Drug delivery system <=5 ML,
A4310,Insert tray w/o bag/cath,
A4311,Catheter w/o bag 2-way latex,
A4312,Cath w/o bag 2-way silicone,
A4313,Catheter w/bag 3-way,
A4314,Cath w/drainage 2-way latex,
A4315,Cath w/drainage 2-way silcne,
A4316,Cath w/drainage 3-way,
A4320,Irrigation tray,
A4321,Cath therapeutic irrig agent,
A4322,Irrigation syringe,
A4326,Male external catheter,
A4327,Fem urinary collect dev cup,
A4328,Fem urinary collect pouch,
A4330,Stool collection pouch,
A4331,Extension drainage tubing,
A4332,"Lubricant, ind sterile pkt,",
A4333,Urinary cath anchor device,
A4334,Urinary cath leg strap,
A4335,"Incontinence supply, misc, e",
A4336,"Urethral insert, incont supp",
A4338,Indwelling catheter latex,each
A4340,Indwelling catheter special,
A4344,Cath indw foley 2 way silicn,
A4346,Cath indw foley 3 way,RKERS' COMPENSATION PROGRAMS
A4349,"Male external cat, disposabl",
A4351,Straight tip urine catheter,
A4352,Coude tip urinary catheter,
A4353,Intermittent urinary cath,
A4354,Cath insertion tray w/bag,
A4355,Bladder irrigation tubing,e
A4356,Ext ureth clmp or compr dvc,
A4357,Bedside drainage bag,
A4358,Urinary leg or abdomen bag,
A4360,Disposable ext urethral devi,
A4361,Ostomy face plate,
A4362,Solid skin barrier,
A4363,"Ostomy clamp, replacement",
A4364,Adhesive,
A4366,Ostomy vent,ce
A4367,Ostomy belt,
A4368,Ostomy filter,
A4369,Skin barrier liquid per oz,
A4371,Skin barrier powder per oz,
A4372,Skin barrier solid 4x4 equiv,
A4373,Skin barrier with flange,
A4375,Drainable plastic pch w fcpl,
A4376,Drainable rubber pch w fcplt,
A4377,Drainable plstic pch w/o fp,
A4378,Drainable rubber pch w/o fp,
A4379,Urinary plastic pouch w fcpl,
A4380,Urinary rubber pouch w fcplt,
A4381,Urinary plastic pouch w/o fp,
A4382,Urinary hvy plstc pch w/o fp,
